,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
275,Maruti New Wagon-R,Maruti,2023,15970,Petrol,Manual,9003,509999.99999999994,3,Nagpur
276,Hyundai GRAND I10 NIOS,Hyundai,2023,31424,Petrol,Manual,11121,630000.0,3,Nagpur
277,Maruti Swift Dzire,Maruti,2014,102268,Diesel,Manual,17041,362000.0,12,Nagpur
278,Maruti Swift Dzire,Maruti,2014,169108,Diesel,Manual,18123,385000.0,12,Nagpur
279,Hyundai Creta,Hyundai,2016,96715,Diesel,Auto,19434,738000.0,10,Nagpur
280,Nissan MAGNITE,Nissan,2021,58535,Petrol,Manual,10062,570000.0,5,Nagpur
281,Maruti Wagon R 1.0,Maruti,2017,49167,Petrol,Manual,6843,350000.0,9,Nagpur
282,Mahindra XUV500,Mahindra,2015,135174,Diesel,Manual,21091,635000.0,11,Nagpur
283,Tata NEXON,Tata,2022,51074,Diesel,Manual,17979,1050000.0,4,Nagpur
284,Hyundai Creta,Hyundai,2016,135566,Diesel,Manual,21041,799000.0,10,Nagpur
285,Mahindra Scorpio,Mahindra,2013,221300,Diesel,Manual,40959,461000.00000000006,13,Nagpur
286,Honda Amaze,Honda,2020,65596,Petrol,Manual,9268,525000.0,6,Nagpur
287,Ford Ecosport,Ford,2014,180696,Diesel,Manual,17653,375000.0,12,Nagpur
288,Maruti Dzire,Maruti,2023,14992,Petrol,Manual,12198,691000.0,3,Nagpur
289,Mahindra XUV300,Mahindra,2020,115832,Diesel,Manual,21090,969999.9999999999,6,Nagpur
290,Hyundai Elite i20,Hyundai,2015,46405,Petrol,Manual,10797,409999.99999999994,11,Nagpur
291,Hyundai Verna,Hyundai,2011,138073,Petrol,Manual,10797,250000.0,15,Nagpur
292,Maruti Celerio,Maruti,2022,104351,Petrol,Manual,10010,450000.0,4,Nagpur
293,Maruti Celerio X,Maruti,2019,32221,Petrol,Auto,8050,455999.99999999994,7,Nagpur
294,Maruti Dzire,Maruti,2017,52662,Petrol,Manual,9726,497000.0,9,Nagpur
295,CITROEN C3,CITROEN,2023,34504,Petrol,Manual,8826,500000.0,3,Nagpur
296,Mahindra XUV500,Mahindra,2020,112168,Diesel,Manual,28939,1331000.0,6,Nagpur
297,Hyundai Creta,Hyundai,2017,65593,Petrol,Manual,12805,655000.0,9,Nagpur
298,Maruti S Cross,Maruti,2017,94959,Diesel,Manual,12791,575000.0,9,Nagpur
299,Maruti Ciaz,Maruti,2017,81685,Petrol,Manual,9208,471000.0,9,Nagpur
300,Ford Ecosport,Ford,2013,105522,Diesel,Manual,28698,323000.0,13,Nagpur
301,Maruti Baleno,Maruti,2018,35110,Petrol,Auto,10327,585000.0,8,Nagpur
302,Mahindra XUV300,Mahindra,2023,12473,Petrol,Manual,12781,724000.0,3,Nagpur
303,Hyundai Creta,Hyundai,2019,90348,Diesel,Manual,16095,940000.0,7,Nagpur
304,Renault Lodgy,Renault,2015,98496,Diesel,Manual,11625,350000.0,11,Nagpur
305,Renault TRIBER,Renault,2023,21042,Petrol,Manual,10415,590000.0,3,Nagpur
306,Maruti Vitara Brezza,Maruti,2018,221254,Diesel,Manual,12234,550000.0,8,Nagpur
307,Maruti Swift,Maruti,2011,16610,Petrol,Manual,12234,248000.0,15,Nagpur
308,Hyundai Grand i10,Hyundai,2015,22061,Petrol,Manual,9217,350000.0,11,Nagpur
309,Hyundai NEW I20,Hyundai,2022,22750,Petrol,Auto,13698,800000.0,4,Nagpur
310,Mahindra XUV500,Mahindra,2012,138523,Diesel,Manual,13698,334000.0,14,Nagpur
311,Renault Duster,Renault,2015,112253,Diesel,Manual,10629,320000.0,11,Nagpur
312,Skoda KUSHAQ,Skoda,2023,36131,Petrol,Manual,16266,950000.0,3,Nagpur
313,Renault Duster,Renault,2013,140922,Diesel,Manual,21146,238000.0,13,Nagpur
314,Mahindra XUV700,Mahindra,2022,36713,Diesel,Manual,32190,1880000.0,4,Nagpur
