,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
254,Tata ALTROZ,Tata,2024,10500,Petrol,Manual,13240,750000.0,2,ChandigarhTricity
255,Hyundai Creta,Hyundai,2016,155864,Diesel,Manual,16222,616000.0,10,ChandigarhTricity
256,Tata Harrier,Tata,2019,103036,Diesel,Manual,20003,919999.9999999999,7,ChandigarhTricity
257,Tata Harrier,Tata,2021,147270,Diesel,Manual,23917,1100000.0,5,ChandigarhTricity
258,Toyota Innova,Toyota,2016,91791,Diesel,Manual,16459,625000.0,10,ChandigarhTricity
259,Mercedes Benz GLE,Mercedes,2016,160986,Diesel,Auto,47814,1850000.0,10,ChandigarhTricity
260,Audi Q5,Audi,2011,160631,Diesel,Auto,47814,711000.0,15,ChandigarhTricity
261,Hyundai GRAND I10 NIOS,Hyundai,2021,20216,Petrol,Manual,6355,360000.0,5,ChandigarhTricity
262,Mahindra XUV500,Mahindra,2014,107148,Diesel,Manual,18829,400000.0,12,ChandigarhTricity
263,Audi Q5,Audi,2013,163871,Diesel,Auto,78483,888000.0000000001,13,ChandigarhTricity
264,Honda Amaze,Honda,2018,90647,Petrol,Manual,6620,375000.0,8,ChandigarhTricity
265,Jeep Compass,Jeep,2018,99088,Diesel,Manual,12708,650000.0,8,ChandigarhTricity
266,Hyundai Creta,Hyundai,2021,92269,Diesel,Manual,14691,858000.0,5,ChandigarhTricity
267,Mahindra BOLERO NEO,Mahindra,2021,30998,Diesel,Manual,11245,637000.0,5,ChandigarhTricity
268,Maruti Celerio,Maruti,2019,67425,Petrol,Manual,5649,320000.0,7,ChandigarhTricity
269,KIA SONET,KIA,2021,91610,Petrol,Manual,10062,570000.0,5,ChandigarhTricity
270,Hyundai GRAND I10 NIOS,Hyundai,2020,38641,Petrol,Manual,6814,386000.0,6,ChandigarhTricity
271,Honda City,Honda,2020,19345,Petrol,Manual,12886,730000.0,6,ChandigarhTricity
272,Hyundai Grand i10,Hyundai,2016,72634,Petrol,Manual,6495,292000.0,10,ChandigarhTricity
273,Renault Kwid,Renault,2023,17813,Petrol,Manual,6090,345000.0,3,ChandigarhTricity
