,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
141,Chevrolet Beat,Chevrolet,2014,"86,326 km",Diesel,Manual,"EMI ₹4,896/m*",₹1.04 lakh
142,Datsun Redi Go,Datsun,2017,"1,21,162 km",Petrol,Manual,"EMI ₹3,003/m*",₹1.35 lakh
143,Hyundai Grand i10,Hyundai,2016,"80,330 km",Petrol,Manual,"EMI ₹5,517/m*",₹2.48 lakh
144,Hyundai Elite i20,Hyundai,2014,"74,876 km",Diesel,Manual,"EMI ₹16,334/m*",₹3.47 lakh
145,Honda Brio,Honda,2013,"1,52,602 km",Petrol,Manual,"EMI ₹7,908/m*",₹1.68 lakh
146,Maruti Swift Dzire,Maruti,2013,"1,78,420 km",Petrol,Manual,"EMI ₹12,992/m*",₹2.76 lakh
147,Hyundai Eon,Hyundai,2017,"73,934 km",Petrol,Manual,"EMI ₹3,675/m*",₹1.88 lakh
148,Hyundai Eon,Hyundai,2013,"41,592 km",Petrol,Manual,"EMI ₹7,673/m*",₹1.63 lakh
149,Hyundai i10,Hyundai,2012,"56,959 km",Petrol,Manual,"EMI ₹13,594/m*",₹1.53 lakh
150,Maruti Swift,Maruti,2016,"1,19,841 km",Petrol,Manual,"EMI ₹6,748/m*",₹3.03 lakh
